RED1,IR1,RED2,IR2,RED3,IR3,RED4,IR4
4431,4791,89132,111373,262143,262143,262143,262143
4427,4791,89149,111377,262143,262143,262143,262143
4436,4789,89135,111387,262143,262143,262143,262143
4408,4787,89157,111379,262143,262143,262143,262143
4433,4771,89121,111327,262143,262143,262143,262143
4417,4774,89144,111302,262143,262143,262143,262143
4419,4782,89117,111258,262143,262143,262143,262143
4404,4784,89126,111161,262143,262143,262143,262143
4432,4785,89112,111091,262143,262143,262143,262143
4418,4780,89063,111069,262143,262143,262143,262143
4426,4786,89076,111158,262143,262143,262143,262143
4424,4778,89086,111185,262143,262143,262143,262143
4406,4784,89101,111170,262143,262143,262143,262143
4420,4795,89064,111092,262143,262143,262143,262143
4426,4792,89075,111234,262143,262143,262143,262143
4424,4787,89117,111327,262143,262143,262143,262143
4428,4796,89116,111419,262143,262143,262143,262143
4446,4781,89146,111401,262143,262143,262143,262143
4430,4791,89105,111291,262143,262143,262143,262143
4420,4768,89105,111412,262143,262143,262143,262143
4444,4779,89113,111410,262143,262143,262143,262143
4416,4790,89133,111381,262143,262143,262143,262143
4419,4777,89136,111355,262143,262143,262143,262143
4418,4770,89110,111234,262143,262143,262143,262143
4419,4793,89093,111304,262143,262143,262143,262143
4318,4689,77915,112464,82357,147887,82400,147848
4408,4786,89105,111393,262143,262143,262143,262143
4423,4772,89147,111374,262143,262143,262143,262143
4420,4794,89102,111360,262143,262143,262143,262143
4415,4775,89145,111413,262143,262143,262143,262143
4420,4775,89136,111359,262143,262143,262143,262143
4436,4762,89145,111428,262143,262143,262143,262143
4398,4773,89177,111438,262143,262143,262143,262143
4431,4786,89135,111422,262143,262143,262143,262143
4403,4784,89136,111373,262143,262143,262143,262143
4449,4783,89135,111333,262143,262143,262143,262143
4409,4773,89144,111425,262143,262143,262143,262143
4414,4772,89156,111403,262143,262143,262143,262143
4415,4779,89132,111442,262143,262143,262143,262143
4410,4783,89155,111444,262143,262143,262143,262143
4417,4788,89154,111471,262143,262143,262143,262143
4416,4782,89156,111472,262143,262143,262143,262143
4435,4770,89160,111392,262143,262143,262143,262143
4413,4776,89145,111481,262143,262143,262143,262143
4413,4779,89167,111454,262143,262143,262143,262143
4433,4785,89171,111397,262143,262143,262143,262143
4418,4785,89163,111428,262143,262143,262143,262143
4432,4787,89134,111263,262143,262143,262143,262143
4430,4762,89091,111293,262143,262143,262143,262143
4411,4787,89125,111300,262143,262143,262143,262143
4425,4762,89145,111297,262143,262143,262143,262143
4404,4784,89130,111287,262143,262143,262143,262143
4431,4786,89068,111243,262143,262143,262143,262143
4405,4796,89106,111315,262143,262143,262143,262143
4417,4769,89111,111370,262143,262143,262143,262143
4407,4783,89132,111316,262143,262143,262143,262143
4399,4785,89121,111263,262143,262143,262143,262143
4413,4790,89074,111090,262143,262143,262143,262143
4421,4782,89067,111213,262143,262143,262143,262143
4403,4748,89096,111264,262143,262143,262143,262143
4403,4755,89099,111334,262143,262143,262143,262143
4410,4771,89147,111392,262143,262143,262143,262143
4410,4757,89101,111359,262143,262143,262143,262143
4408,4784,89149,111410,262143,262143,262143,262143
4420,4777,89128,111400,262143,262143,262143,262143
4415,4774,89130,111415,262143,262143,262143,262143
4419,4773,89140,111382,262143,262143,262143,262143
4415,4763,89073,111142,262143,262143,262143,262143
4415,4774,89078,111170,262143,262143,262143,262143
4408,4777,89114,111351,262143,262143,262143,262143
4429,4767,89149,111491,262143,262143,262143,262143
4420,4772,89157,111323,262143,262143,262143,262143
4414,4783,89100,111287,262143,262143,262143,262143
4413,4761,89121,111269,262143,262143,262143,262143
4411,4773,89123,111284,262143,262143,262143,262143
4419,4760,89138,111380,262143,262143,262143,262143
4393,4776,89112,111183,262143,262143,262143,262143
4414,4776,89094,111243,262143,262143,262143,262143
4422,4776,89114,111215,262143,262143,262143,262143
4432,4774,89129,111228,262143,262143,262143,262143
4434,4788,89128,111267,262143,262143,262143,262143
4423,4775,89083,111123,262143,262143,262143,262143
4413,4767,89080,111250,262143,262143,262143,262143
4430,4782,89099,111193,262143,262143,262143,262143
4394,4793,89091,111208,262143,262143,262143,262143
4428,4769,89114,111191,262143,262143,262143,262143
4411,4784,89055,111057,262143,262143,262143,262143
4426,4773,89092,111161,262143,262143,262143,262143
4420,4789,89082,111202,262143,262143,262143,262143
4434,4785,89110,111242,262143,262143,262143,262143
4410,4781,89124,111214,262143,262143,262143,262143
4420,4771,89062,111129,262143,262143,262143,262143
4416,4782,89093,111175,262143,262143,262143,262143
4426,4776,89099,111179,262143,262143,262143,262143
4416,4758,89096,111205,262143,262143,262143,262143
4424,4775,89104,111234,262143,262143,262143,262143
4418,4784,89056,111025,262143,262143,262143,262143
4419,4777,89075,111180,262143,262143,262143,262143
4409,4770,89088,111232,262143,262143,262143,262143
4424,4756,89116,111328,262143,262143,262143,262143
4422,4758,89111,111330,262143,262143,262143,262143
4418,4768,89123,111256,262143,262143,262143,262143
4412,4760,89109,111375,262143,262143,262143,262143
4408,4776,89145,111394,262143,262143,262143,262143
4415,4741,89156,111434,262143,262143,262143,262143
4398,4749,89147,111433,262143,262143,262143,262143
4396,4746,89137,111319,262143,262143,262143,262143
4393,4763,89145,111393,262143,262143,262143,262143
4422,4745,89137,111435,262143,262143,262143,262143
4409,4734,89187,111496,262143,262143,262143,262143
4397,4775,89167,111446,262143,262143,262143,262143
4408,4775,89131,111376,262143,262143,262143,262143
4409,4765,89137,111466,262143,262143,262143,262143
4417,4767,89160,111452,262143,262143,262143,262143
4422,4774,89165,111442,262143,262143,262143,262143
4415,4775,89156,111205,262143,262143,262143,262143
4398,4767,89090,111243,262143,262143,262143,262143
4398,4771,89129,111254,262143,262143,262143,262143
4415,4785,89117,111255,262143,262143,262143,262143
4419,4787,89132,111261,262143,262143,262143,262143
4423,4781,89077,110952,262143,262143,262143,262143
4424,4796,89060,111287,262143,262143,262143,262143
4418,4789,89133,111317,262143,262143,262143,262143
4416,4776,89153,111407,262143,262143,262143,262143
4429,4797,89167,111375,262143,262143,262143,262143
4318,4689,77915,112464,82357,147887,82400,147848
4407,4775,89091,111102,262143,262143,262143,262143
4418,4776,89102,111161,262143,262143,262143,262143
4410,4772,89085,111143,262143,262143,262143,262143
4420,4774,89113,111182,262143,262143,262143,262143
4412,4789,89132,111254,262143,262143,262143,262143
4425,4782,89133,111285,262143,262143,262143,262143
4423,4792,89116,111042,262143,262143,262143,262143
4434,4788,89065,111075,262143,262143,262143,262143
4432,4791,89073,111130,262143,262143,262143,262143
4412,4777,89105,111224,262143,262143,262143,262143
4416,4816,89114,111262,262143,262143,262143,262143
4431,4797,89136,111304,262143,262143,262143,262143
4427,4791,89149,111161,262143,262143,262143,262143
4416,4792,89094,111212,262143,262143,262143,262143
4432,4786,89096,111251,262143,262143,262143,262143
4425,4805,89124,111283,262143,262143,262143,262143
4417,4809,89138,111347,262143,262143,262143,262143
4455,4801,89163,111289,262143,262143,262143,262143
4422,4796,89075,111134,262143,262143,262143,262143
4427,4812,89090,111194,262143,262143,262143,262143
4441,4800,89101,111203,262143,262143,262143,262143
4426,4818,89132,111189,262143,262143,262143,262143
4426,4803,89129,111228,262143,262143,262143,262143
4432,4797,89069,110985,262143,262143,262143,262143
4418,4791,89049,111111,262143,262143,262143,262143
4422,4805,89083,111090,262143,262143,262143,262143
4430,4798,89081,111155,262143,262143,262143,262143
4431,4827,89108,111230,262143,262143,262143,262143
4442,4812,89105,111102,262143,262143,262143,262143
4405,4808,89042,111004,262143,262143,262143,262143
4435,4795,89059,111079,262143,262143,262143,262143
4414,4823,89070,111094,262143,262143,262143,262143
4440,4812,89076,111162,262143,262143,262143,262143
4427,4840,89111,111211,262143,262143,262143,262143
4431,4807,89106,110996,262143,262143,262143,262143
4412,4806,89026,111002,262143,262143,262143,262143
4437,4815,89061,111117,262143,262143,262143,262143
4443,4816,89054,111214,262143,262143,262143,262143
4433,4826,89091,111275,262143,262143,262143,262143
4431,4829,89103,111305,262143,262143,262143,262143
4423,4830,89075,111119,262143,262143,262143,262143
4439,4806,89089,111204,262143,262143,262143,262143
4429,4835,89078,111264,262143,262143,262143,262143
4431,4822,89112,111286,262143,262143,262143,262143
4428,4821,89110,111336,262143,262143,262143,262143
4435,4814,89104,111091,262143,262143,262143,262143
4421,4824,89056,111191,262143,262143,262143,262143
4442,4819,89084,111204,262143,262143,262143,262143
4420,4840,89086,111250,262143,262143,262143,262143
4432,4820,89117,111254,262143,262143,262143,262143
4435,4819,89083,110969,262143,262143,262143,262143
4424,4813,89026,110998,262143,262143,262143,262143
4439,4827,89047,111073,262143,262143,262143,262143
4444,4817,89074,111142,262143,262143,262143,262143
4426,4830,89075,111187,262143,262143,262143,262143
4431,4828,89096,110956,262143,262143,262143,262143
4421,4811,88993,110973,262143,262143,262143,262143
4443,4817,89035,111002,262143,262143,262143,262143
4416,4820,89026,111018,262143,262143,262143,262143
4428,4817,89066,111079,262143,262143,262143,262143
4411,4811,89083,111105,262143,262143,262143,262143
4412,4792,89009,110859,262143,262143,262143,262143
4419,4798,89002,110985,262143,262143,262143,262143
4423,4788,89044,111030,262143,262143,262143,262143
4422,4788,89053,111070,262143,262143,262143,262143
4422,4799,89074,111099,262143,262143,262143,262143
4402,4777,89057,110972,262143,262143,262143,262143
4419,4780,88995,110963,262143,262143,262143,262143
4414,4783,89042,110982,262143,262143,262143,262143
4422,4766,89058,111053,262143,262143,262143,262143
4409,4767,89061,111080,262143,262143,262143,262143
4412,4782,89072,111105,262143,262143,262143,262143
4414,4764,89012,110865,262143,262143,262143,262143
4416,4782,89026,110936,262143,262143,262143,262143
4412,4774,89030,110973,262143,262143,262143,262143
4424,4777,89085,111019,262143,262143,262143,262143
4424,4771,89056,111070,262143,262143,262143,262143
4413,4777,89073,111008,262143,262143,262143,262143
4422,4775,88989,110784,262143,262143,262143,262143
4429,4788,89008,110863,262143,262143,262143,262143
4426,4797,89027,110938,262143,262143,262143,262143
4414,4786,89059,111020,262143,262143,262143,262143
4420,4794,89074,111091,262143,262143,262143,262143
4419,4787,89070,111063,262143,262143,262143,262143
4429,4782,88998,110862,262143,262143,262143,262143
4424,4776,89029,111014,262143,262143,262143,262143
4437,4786,89038,111080,262143,262143,262143,262143
4416,4784,89076,111124,262143,262143,262143,262143
4419,4781,89081,111203,262143,262143,262143,262143
4428,4771,89090,111117,262143,262143,262143,262143
4425,4770,89027,111155,262143,262143,262143,262143
4430,4772,89080,111173,262143,262143,262143,262143
4420,4793,89073,111162,262143,262143,262143,262143
4412,4772,89093,111204,262143,262143,262143,262143
4421,4779,89088,111113,262143,262143,262143,262143
4425,4777,89027,111067,262143,262143,262143,262143
4422,4786,89060,111115,262143,262143,262143,262143
4417,4777,89060,111103,262143,262143,262143,262143
4417,4802,89076,111079,262143,262143,262143,262143
4318,4689,77915,112464,82357,147887,82400,147848
4404,4772,89023,110973,262143,262143,262143,262143
4428,4797,89040,111031,262143,262143,262143,262143
4419,4785,89041,111045,262143,262143,262143,262143
4428,4800,89020,110876,262143,262143,262143,262143
4412,4794,88974,111033,262143,262143,262143,262143
4428,4782,89018,111078,262143,262143,262143,262143
4423,4782,89023,111098,262143,262143,262143,262143
4439,4793,89059,111201,262143,262143,262143,262143
4416,4786,89047,111051,262143,262143,262143,262143
4417,4790,89032,111070,262143,262143,262143,262143
4427,4796,89031,111072,262143,262143,262143,262143
4415,4776,89063,111108,262143,262143,262143,262143
4407,4775,89060,111123,262143,262143,262143,262143
4414,4805,89008,110881,262143,262143,262143,262143
4427,4786,88987,110982,262143,262143,262143,262143
4413,4789,89014,111024,262143,262143,262143,262143
4441,4791,89045,111047,262143,262143,262143,262143
4408,4781,89053,110964,262143,262143,262143,262143
4429,4778,88978,110786,262143,262143,262143,262143
4408,4773,89002,110937,262143,262143,262143,262143
4420,4778,89006,110998,262143,262143,262143,262143
4411,4782,89035,111068,262143,262143,262143,262143
4412,4791,89043,111150,262143,262143,262143,262143
4420,4790,89016,110927,262143,262143,262143,262143
4417,4796,88995,111099,262143,262143,262143,262143
4406,4795,89021,111075,262143,262143,262143,262143
4433,4800,89037,110943,262143,262143,262143,262143
4427,4803,89053,110964,262143,262143,262143,262143
4429,4796,89050,111088,262143,262143,262143,262143
4415,4806,89045,111037,262143,262143,262143,262143
4411,4798,88988,110973,262143,262143,262143,262143
4428,4813,89019,111060,262143,262143,262143,262143
4435,4810,89032,111094,262143,262143,262143,262143
4428,4801,89055,111134,262143,262143,262143,262143
4404,4805,89058,111144,262143,262143,262143,262143
4427,4795,89087,111167,262143,262143,262143,262143
4411,4811,89030,111000,262143,262143,262143,262143
4431,4796,89027,111102,262143,262143,262143,262143
4418,4811,89032,111143,262143,262143,262143,262143
4423,4791,89064,111147,262143,262143,262143,262143
4426,4796,89063,111164,262143,262143,262143,262143
4422,4812,89084,111179,262143,262143,262143,262143
4409,4772,89069,111004,262143,262143,262143,262143
4411,4781,89041,111142,262143,262143,262143,262143
4406,4772,89070,111174,262143,262143,262143,262143
4409,4773,89065,111194,262143,262143,262143,262143
4400,4778,89068,111185,262143,262143,262143,262143
4415,4744,89062,111204,262143,262143,262143,262143
4384,4757,89027,111151,262143,262143,262143,262143
4401,4737,89068,111177,262143,262143,262143,262143
4393,4749,89054,111173,262143,262143,262143,262143
4402,4757,89063,111162,262143,262143,262143,262143
4413,4748,89068,111132,262143,262143,262143,262143
4386,4741,89031,111110,262143,262143,262143,262143
4403,4759,89049,111166,262143,262143,262143,262143
4398,4778,89032,111185,262143,262143,262143,262143
4419,4762,89057,111201,262143,262143,262143,262143
4396,4780,89063,111177,262143,262143,262143,262143
4416,4777,89013,111132,262143,262143,262143,262143
4392,4787,89049,111182,262143,262143,262143,262143
4413,4780,89043,111205,262143,262143,262143,262143
4390,4790,89045,111237,262143,262143,262143,262143
4410,4787,89059,111190,262143,262143,262143,262143
4410,4774,88997,111121,262143,262143,262143,262143
4405,4777,89032,111175,262143,262143,262143,262143
4411,4787,89035,111209,262143,262143,262143,262143
4408,4773,89059,111243,262143,262143,262143,262143
4407,4792,89065,111263,262143,262143,262143,262143
4411,4785,89051,111061,262143,262143,262143,262143
4395,4802,89017,111171,262143,262143,262143,262143
4431,4792,89042,111218,262143,262143,262143,262143
4415,4780,89044,111258,262143,262143,262143,262143
4430,4797,89049,111253,262143,262143,262143,262143
4432,4812,89048,111194,262143,262143,262143,262143
4423,4798,89002,111086,262143,262143,262143,262143
4414,4802,89030,111174,262143,262143,262143,262143
4419,4803,89015,111169,262143,262143,262143,262143
4423,4805,89040,111159,262143,262143,262143,262143
4419,4806,89048,111186,262143,262143,262143,262143
4414,4796,89021,111041,262143,262143,262143,262143
4420,4800,89036,111153,262143,262143,262143,262143
